@RELATION PPI

@ATTRIBUTE Protein1 STRING
@ATTRIBUTE Protein2 STRING
@ATTRIBUTE ProteinExpressionSim NUMERIC
@ATTRIBUTE GeneExpressionSim NUMERIC
@ATTRIBUTE DIPSim NUMERIC
@ATTRIBUTE PositiveData {true,false}

@DATA
YLR424W, YGL173C, 0.42, 0.55, 0.00, false
YGL174W, YLR417W, 0.16, -0.07, 0.00, false
YLR417W, YGL174W, 0.16, -0.07, 0.00, false
YGL174W, YPR116W, 0.19, 0.03, 0.00, false
YPR116W, YGL174W, 0.19, 0.03, 0.00, false
YGL175C, YGR044C, 0.17, 0.19, 0.00, false
YGR044C, YGL175C, 0.17, 0.19, 0.00, false
YGL175C, YIL026C, 0.34, 0.45, 0.00, false
YIL026C, YGL175C, 0.34, 0.45, 0.00, false
YGL175C, YMR054W, 0.28, -0.05, 0.00, false
YMR054W, YGL175C, 0.28, -0.05, 0.00, false
YGL175C, YOR128C, 0.15, -0.56, 0.00, false
YOR128C, YGL175C, 0.15, -0.56, 0.00, false
YGL176C, YLR027C, 0.25, -0.42, 0.00, false
YLR027C, YGL176C, 0.25, -0.42, 0.00, false
YGL176C, YMR263W, 0.09, 0.37, 0.00, false
YMR263W, YGL176C, 0.09, 0.37, 0.00, false
YGL176C, YOL009C, 0.16, -0.09, 0.00, false
YOL009C, YGL176C, 0.16, -0.09, 0.00, false
YGL176C, YPR055W, 0.44, 0.22, 0.00, false
YPR055W, YGL176C, 0.44, 0.22, 0.00, false
YGL176C, YPR122W, 0.42, 0.20, 0.00, false
YPR122W, YGL176C, 0.42, 0.20, 0.00, false
YGL178W, YIL075C, 0.35, -0.26, 0.00, false
YIL075C, YGL178W, 0.35, -0.26, 0.00, false
YGL178W, YOL142W, 0.20, 0.33, 0.00, false
YOL142W, YGL178W, 0.20, 0.33, 0.00, false
YGL178W, YPL249C, 0.38, 0.45, 0.00, false
YPL249C, YGL178W, 0.38, 0.45, 0.00, false
YGL179C, YIL069C, 0.14, 0.18, 0.00, false
YIL069C, YGL179C, 0.14, 0.18, 0.00, false
YGL179C, YJL054W, 0.30, 0.58, 0.00, false
YJL054W, YGL179C, 0.30, 0.58, 0.00, false
YGL179C, YPR052C, 0.11, 0.56, 0.00, false
YPR052C, YGL179C, 0.11, 0.56, 0.00, false
YGL180W, YIL019W, 0.20, -0.13, 0.00, false
YIL019W, YGL180W, 0.20, -0.13, 0.00, false
YGL180W, YJL197W, 0.40, -0.47, 0.00, false
YJL197W, YGL180W, 0.40, -0.47, 0.00, false
YGL181W, YJL084C, 0.28, -0.15, 0.00, false
YJL084C, YGL181W, 0.28, -0.15, 0.00, false
YGL181W, YJL095W, 0.25, -0.09, 0.00, false
YJL095W, YGL181W, 0.25, -0.09, 0.00, false
YGL181W, YJR077C, 0.24, -0.22, 0.00, false
YJR077C, YGL181W, 0.24, -0.22, 0.00, false
YGL181W, YOL068C, 0.11, 0.38, 0.00, false
YOL068C, YGL181W, 0.11, 0.38, 0.00, false
YGL183C, YMR010W, 0.07, -0.10, 0.00, false
YMR010W, YGL183C, 0.07, -0.10, 0.00, false
YGL183C, YOL060C, 0.06, 0.05, 0.00, false
YOL060C, YGL183C, 0.06, 0.05, 0.00, false
YGL183C, YPL130W, 0.08, 0.59, 0.00, false
YPL130W, YGL183C, 0.08, 0.59, 0.00, false
YGL184C, YJL111W, 0.28, -0.23, 0.00, false
YJL111W, YGL184C, 0.28, -0.23, 0.00, false
YGL185C, YGR127W, 0.24, 0.46, 0.00, false
YGR127W, YGL185C, 0.24, 0.46, 0.00, false
YGL185C, YGR161C-C, 0.23, 0.05, 0.00, false
YGR161C-C, YGL185C, 0.23, 0.05, 0.00, false
YGL185C, YKR010C, 0.20, 0.29, 0.00, false
YKR010C, YGL185C, 0.20, 0.29, 0.00, false
YGL185C, YLR010C, 0.08, 0.01, 0.00, false
YLR010C, YGL185C, 0.08, 0.01, 0.00, false
YGL185C, YMR272W-B, 0.23, 0.05, 0.00, false
YMR272W-B, YGL185C, 0.23, 0.05, 0.00, false
YGL185C, YOL129W, 0.19, -0.19, 0.00, false
YOL129W, YGL185C, 0.19, -0.19, 0.00, false
YGL186C, YHL046C, 0.19, -0.29, 0.00, false
YHL046C, YGL186C, 0.19, -0.29, 0.00, false
YGL186C, YLR133W, 0.30, -0.34, 0.00, false
YLR133W, YGL186C, 0.30, -0.34, 0.00, false
YGL186C, YML060W, 0.19, -0.38, 0.00, false
YML060W, YGL186C, 0.19, -0.38, 0.00, false
YGL187C, YLR250W, 0.10, 0.07, 0.00, false
YLR250W, YGL187C, 0.10, 0.07, 0.00, false
YGL187C, YLR278C, 0.10, 0.08, 0.00, false
YLR278C, YGL187C, 0.10, 0.08, 0.00, false
YGL187C, YNL167C, 0.09, 0.30, 0.00, false
YNL167C, YGL187C, 0.09, 0.30, 0.00, false
YGL188C-A, YGR144W, 0.23, 0.05, 0.00, false
YGR144W, YGL188C-A, 0.23, 0.05, 0.00, false
YGL188C-A, YLR207W, 0.23, 0.05, 0.00, false
YLR207W, YGL188C-A, 0.23, 0.05, 0.00, false
YGL188C-A, YOL058W, 0.23, 0.05, 0.00, false
YOL058W, YGL188C-A, 0.23, 0.05, 0.00, false
YGL189C, YHR010W, 0.12, 0.74, 0.00, false
YHR010W, YGL189C, 0.12, 0.74, 0.00, false
YGL189C, YLR342W, 0.09, 0.43, 0.00, false
YLR342W, YGL189C, 0.09, 0.43, 0.00, false
YGL190C, YGL213C, 0.35, -0.03, 0.00, false
YGL213C, YGL190C, 0.35, -0.03, 0.00, false
YGL190C, YJL219W, 0.34, -0.39, 0.00, false
YJL219W, YGL190C, 0.34, -0.39, 0.00, false
YGL191W, YKR092C, 0.00, 0.18, 0.00, false
YKR092C, YGL191W, 0.00, 0.18, 0.00, false
YGL191W, YLL049W, 0.11, -0.35, 0.00, false
YLL049W, YGL191W, 0.11, -0.35, 0.00, false
YGL191W, YPR166C, 0.16, 0.52, 0.00, false
YPR166C, YGL191W, 0.16, 0.52, 0.00, false
YGL192W, YML059C, 0.43, 0.35, 0.00, false
YML059C, YGL192W, 0.43, 0.35, 0.00, false
YGL192W, YMR242C, 0.15, -0.61, 0.00, false
YMR242C, YGL192W, 0.15, -0.61, 0.00, false
YGL193C, YJL001W, 0.09, 0.08, 0.00, false
YJL001W, YGL193C, 0.09, 0.08, 0.00, false
YGL193C, YNL249C, 0.18, 0.31, 0.00, false
YNL249C, YGL193C, 0.18, 0.31, 0.00, false
YGL194C, YNL022C, 0.29, -0.09, 0.00, false
YNL022C, YGL194C, 0.29, -0.09, 0.00, false
YGL194C, YNL225C, 0.19, 0.29, 0.00, false
YNL225C, YGL194C, 0.19, 0.29, 0.00, false
YGL194C, YOR137C, 0.30, -0.00, 0.00, false
YOR137C, YGL194C, 0.30, -0.00, 0.00, false
YGL194C-A, YNL204C, 0.23, 0.05, 0.00, false
YNL204C, YGL194C-A, 0.23, 0.05, 0.00, false
YGL195W, YJL025W, 0.46, 0.29, 0.00, false
YJL025W, YGL195W, 0.46, 0.29, 0.00, false
YGL195W, YPL201C, 0.41, 0.14, 0.00, false
YPL201C, YGL195W, 0.41, 0.14, 0.00, false
YGL196W, YJL191W, 0.15, 0.27, 0.00, false
YJL191W, YGL196W, 0.15, 0.27, 0.00, false
YGL196W, YKL162C, 0.15, 0.16, 0.00, false
YKL162C, YGL196W, 0.15, 0.16, 0.00, false
YGL196W, YPL168W, 0.17, 0.23, 0.00, false
YPL168W, YGL196W, 0.17, 0.23, 0.00, false
YGL197W, YPL227C, 0.43, 0.17, 0.00, false
YPL227C, YGL197W, 0.43, 0.17, 0.00, false
YGL198W, YGR125W, 0.50, 0.47, 0.00, false
YGR125W, YGL198W, 0.50, 0.47, 0.00, false
YGL198W, YLL035W, 0.33, -0.03, 0.00, false
YLL035W, YGL198W, 0.33, -0.03, 0.00, false
YGL198W, YLR171W, 0.36, 0.13, 0.00, false
YLR171W, YGL198W, 0.36, 0.13, 0.00, false
YGL198W, YPR097W, 0.28, -0.10, 0.00, false
YPR097W, YGL198W, 0.28, -0.10, 0.00, false
YGL198W, YPR134W, 0.22, 0.26, 0.00, false
YPR134W, YGL198W, 0.22, 0.26, 0.00, false
YGL200C, YJL043W, 0.18, -0.07, 0.00, false
YJL043W, YGL200C, 0.18, -0.07, 0.00, false
YGL200C, YJR004C, 0.27, -0.03, 0.00, false
YJR004C, YGL200C, 0.27, -0.03, 0.00, false
YGL200C, YNL251C, 0.18, 0.17, 0.00, false
YNL251C, YGL200C, 0.18, 0.17, 0.00, false
YGL201C, YKL034W, 0.39, -0.16, 0.00, false
YKL034W, YGL201C, 0.39, -0.16, 0.00, false
YGL201C, YLR363C, 0.24, 0.58, 0.00, false
YLR363C, YGL201C, 0.24, 0.58, 0.00, false
YGL201C, YNL236W, 0.43, -0.05, 0.00, false
YNL236W, YGL201C, 0.43, -0.05, 0.00, false
YGL201C, YPR010C-A, 0.23, 0.05, 0.00, false
YPR010C-A, YGL201C, 0.23, 0.05, 0.00, false
YGL201C, YPR026W, 0.43, 0.27, 0.00, false
YPR026W, YGL201C, 0.43, 0.27, 0.00, false
YGL201C, YPR030W, 0.40, -0.36, 0.00, false
YPR030W, YGL201C, 0.40, -0.36, 0.00, false
YGL202W, YJR099W, 0.30, -0.75, 0.00, false
YJR099W, YGL202W, 0.30, -0.75, 0.00, false
YGL202W, YNL118C, 0.41, 0.23, 0.00, false
YNL118C, YGL202W, 0.41, 0.23, 0.00, false
YGL203C, YJR111C, 0.22, 0.24, 0.00, false
YJR111C, YGL203C, 0.22, 0.24, 0.00, false
YGL204C, YHR195W, 0.16, -0.28, 0.00, false
YHR195W, YGL204C, 0.16, -0.28, 0.00, false
YGL204C, YIL088C, 0.36, -0.32, 0.00, false
YIL088C, YGL204C, 0.36, -0.32, 0.00, false
YGL204C, YJL005W, 0.29, 0.06, 0.00, false
YJL005W, YGL204C, 0.29, 0.06, 0.00, false
YGL204C, YOR138C, 0.31, 0.43, 0.00, false
YOR138C, YGL204C, 0.31, 0.43, 0.00, false
YGL205W, YKR044W, 0.38, -0.36, 0.00, false
YKR044W, YGL205W, 0.38, -0.36, 0.00, false
YGL205W, YNL173C, 0.32, 0.11, 0.00, false
YNL173C, YGL205W, 0.32, 0.11, 0.00, false
YGL206C, YJL147C, 0.43, 0.02, 0.00, false
YJL147C, YGL206C, 0.43, 0.02, 0.00, false
YGL206C, YLR293C, 0.22, 0.31, 0.00, false
YLR293C, YGL206C, 0.22, 0.31, 0.00, false
YGL206C, YMR108W, 0.40, -0.29, 0.00, false
YMR108W, YGL206C, 0.40, -0.29, 0.00, false
YGL206C, YOR050C, 0.27, 0.29, 0.00, false
YOR050C, YGL206C, 0.27, 0.29, 0.00, false
YGL207W, YIL051C, 0.13, 0.04, 0.00, false
YIL051C, YGL207W, 0.13, 0.04, 0.00, false
YGL207W, YJL222W, 0.37, 0.25, 0.00, false
YJL222W, YGL207W, 0.37, 0.25, 0.00, false
YGL208W, YJR135C, 0.16, 0.07, 0.00, false
YJR135C, YGL208W, 0.16, 0.07, 0.00, false
YGL208W, YPL196W, 0.24, 0.30, 0.00, false
YPL196W, YGL208W, 0.24, 0.30, 0.00, false
YGL210W, YJR105W, 0.23, -0.54, 0.00, false
YJR105W, YGL210W, 0.23, -0.54, 0.00, false
YGL210W, YMR043W, 0.05, -0.14, 0.00, false
YMR043W, YGL210W, 0.05, -0.14, 0.00, false
YGL210W, YOR142W-A, 0.23, 0.05, 0.00, false
YOR142W-A, YGL210W, 0.23, 0.05, 0.00, false
YGL210W, YPL056C, 0.08, 0.20, 0.00, false
YPL056C, YGL210W, 0.08, 0.20, 0.00, false
YGL211W, YLR466W, 0.22, 0.02, 0.00, false
YLR466W, YGL211W, 0.22, 0.02, 0.00, false
YGL211W, YOR391C, 0.10, 0.24, 0.00, false
YOR391C, YGL211W, 0.10, 0.24, 0.00, false
YGL212W, YGR148C, 0.10, -0.48, 0.00, false
YGR148C, YGL212W, 0.10, -0.48, 0.00, false
YGL212W, YIL053W, 0.00, -0.22, 0.00, false
YIL053W, YGL212W, 0.00, -0.22, 0.00, false
YGL212W, YKR036C, 0.16, 0.06, 0.00, false
YKR036C, YGL212W, 0.16, 0.06, 0.00, false
YGL212W, YMR234W, 0.18, 0.05, 0.00, false
YMR234W, YGL212W, 0.18, 0.05, 0.00, false
YGL213C, YMR063W, 0.27, 0.19, 0.00, false
YMR063W, YGL213C, 0.27, 0.19, 0.00, false
YGL213C, YMR102C, 0.31, 0.09, 0.00, false
YMR102C, YGL213C, 0.31, 0.09, 0.00, false
YGL213C, YNR004W, 0.12, 0.16, 0.00, false
YNR004W, YGL213C, 0.12, 0.16, 0.00, false
YGL215W, YGR161C, 0.24, 0.16, 0.00, false
YGR161C, YGL215W, 0.24, 0.16, 0.00, false
YGL215W, YJL165C, 0.43, 0.03, 0.00, false
YJL165C, YGL215W, 0.43, 0.03, 0.00, false
YGL215W, YMR266W, 0.49, 0.15, 0.00, false
YMR266W, YGL215W, 0.49, 0.15, 0.00, false
YGL216W, YLR259C, 0.28, -0.48, 0.00, false
YLR259C, YGL216W, 0.28, -0.48, 0.00, false
YGL216W, YNL324W, 0.19, -0.27, 0.00, false
YNL324W, YGL216W, 0.19, -0.27, 0.00, false
YGL216W, YOR192C-B, 0.23, 0.05, 0.00, false
YOR192C-B, YGL216W, 0.23, 0.05, 0.00, false
YGL216W, YOR198C, 0.21, -0.23, 0.00, false
YOR198C, YGL216W, 0.21, -0.23, 0.00, false
YGL217C, YGL262W, 0.03, 0.42, 0.00, false
YGL262W, YGL217C, 0.03, 0.42, 0.00, false
YGL217C, YGR062C, 0.39, 0.14, 0.00, false
YGR062C, YGL217C, 0.39, 0.14, 0.00, false
YGL217C, YPL004C, 0.14, -0.05, 0.08, false
YPL004C, YGL217C, 0.14, -0.05, 0.08, false
YGL217C, YPR002W, 0.08, 0.41, 0.00, false
YPR002W, YGL217C, 0.08, 0.41, 0.00, false
YGL217C, YPR028W, 0.28, -0.15, 0.00, false
YPR028W, YGL217C, 0.28, -0.15, 0.00, false
YGL219C, YGL233W, 0.42, 0.22, 0.00, false
YGL233W, YGL219C, 0.42, 0.22, 0.00, false
YGL220W, YJL140W, 0.18, 0.38, 0.00, false
YJL140W, YGL220W, 0.18, 0.38, 0.00, false
YGL220W, YLR157C-B, 0.23, 0.05, 0.00, false
YLR157C-B, YGL220W, 0.23, 0.05, 0.00, false
YGL222C, YJL191W, -0.01, 0.11, 0.00, false
YJL191W, YGL222C, -0.01, 0.11, 0.00, false
YGL223C, YGR161W-A, 0.23, 0.05, 0.00, false
YGR161W-A, YGL223C, 0.23, 0.05, 0.00, false
YGL223C, YLL015W, 0.41, 0.30, 0.00, false
YLL015W, YGL223C, 0.41, 0.30, 0.00, false
YGL225W, YHR214C-C, 0.23, 0.05, 0.00, false
YHR214C-C, YGL225W, 0.23, 0.05, 0.00, false
YGL225W, YKL020C, 0.42, 0.19, 0.00, false
YKL020C, YGL225W, 0.42, 0.19, 0.00, false
YGL225W, YPR137C-B, 0.23, 0.05, 0.00, false
YPR137C-B, YGL225W, 0.23, 0.05, 0.00, false
YGL226C-A, YLR250W, 0.23, -0.30, 0.00, false
YLR250W, YGL226C-A, 0.23, -0.30, 0.00, false
YGL226C-A, YNL033W, 0.23, 0.19, 0.00, false
YNL033W, YGL226C-A, 0.23, 0.19, 0.00, false
YGL226C-A, YNL193W, 0.23, 0.19, 0.00, false
YNL193W, YGL226C-A, 0.23, 0.19, 0.00, false
YGL226W, YHR169W, 0.25, 0.12, 0.00, false
YHR169W, YGL226W, 0.25, 0.12, 0.00, false
YGL226W, YKL101W, 0.16, 0.40, 0.00, false
YKL101W, YGL226W, 0.16, 0.40, 0.00, false
YGL226W, YOR087W, 0.15, 0.08, 0.00, false
YOR087W, YGL226W, 0.15, 0.08, 0.00, false
YGL227W, YHR013C, 0.21, -0.05, 0.00, false
YHR013C, YGL227W, 0.21, -0.05, 0.00, false
YGL227W, YHR191C, 0.21, 0.43, 0.00, false
YHR191C, YGL227W, 0.21, 0.43, 0.00, false
YGL227W, YNL058C, 0.36, -0.02, 0.00, false
YNL058C, YGL227W, 0.36, -0.02, 0.00, false
YGL228W, YLL003W, 0.33, -0.00, 0.00, false
YLL003W, YGL228W, 0.33, -0.00, 0.00, false
YGL229C, YGL259W, 0.23, 0.40, 0.00, false
YGL259W, YGL229C, 0.23, 0.40, 0.00, false
YGL229C, YGR230W, 0.11, 0.18, 0.00, false
YGR230W, YGL229C, 0.11, 0.18, 0.00, false
YGL229C, YJL201W, 0.40, 0.45, 0.00, false
YJL201W, YGL229C, 0.40, 0.45, 0.00, false
YGL229C, YOR335C, 0.34, -0.02, 0.00, false
YOR335C, YGL229C, 0.34, -0.02, 0.00, false
YGL230C, YGL253W, 0.22, -0.49, 0.00, false
YGL253W, YGL230C, 0.22, -0.49, 0.00, false
YGL230C, YHR079C-A, 0.23, 0.05, 0.00, false
YHR079C-A, YGL230C, 0.23, 0.05, 0.00, false
YGL230C, YJL207C, 0.24, 0.09, 0.00, false
YJL207C, YGL230C, 0.24, 0.09, 0.00, false
YGL230C, YLR049C, 0.16, 0.59, 0.00, false
YLR049C, YGL230C, 0.16, 0.59, 0.00, false
YGL230C, YPL126W, 0.20, -0.17, 0.00, false
YPL126W, YGL230C, 0.20, -0.17, 0.00, false
YGL231C, YMR125W, 0.27, 0.17, 0.00, false
YMR125W, YGL231C, 0.27, 0.17, 0.00, false
YGL232W, YJR066W, 0.22, 0.14, 0.00, false
YJR066W, YGL232W, 0.22, 0.14, 0.00, false
YGL232W, YNL141W, 0.13, 0.04, 0.00, false
YNL141W, YGL232W, 0.13, 0.04, 0.00, false
YGL232W, YOR254C, 0.20, 0.07, 0.00, false
YOR254C, YGL232W, 0.20, 0.07, 0.00, false
YGL233W, YPL239W, 0.22, -0.06, 0.00, false
YPL239W, YGL233W, 0.22, -0.06, 0.00, false
YGL233W, YPR140W, 0.39, 0.01, 0.00, false
YPR140W, YGL233W, 0.39, 0.01, 0.00, false
YGL234W, YJL194W, 0.34, 0.15, 0.00, false
YJL194W, YGL234W, 0.34, 0.15, 0.00, false
YGL235W, YLR411W, 0.41, -0.02, 0.00, false
YLR411W, YGL235W, 0.41, -0.02, 0.00, false
YGL235W, YMR263W, 0.10, 0.04, 0.00, false
YMR263W, YGL235W, 0.10, 0.04, 0.00, false
YGL235W, YNL297C, 0.38, 0.40, 0.00, false
YNL297C, YGL235W, 0.38, 0.40, 0.00, false
YGL235W, YOL077W-A, 0.23, 0.05, 0.00, false
YOL077W-A, YGL235W, 0.23, 0.05, 0.00, false
YGL235W, YOR028C, 0.25, 0.54, 0.00, false
YOR028C, YGL235W, 0.25, 0.54, 0.00, false
YGL235W, YPL141C, 0.23, 0.24, 0.00, false
YPL141C, YGL235W, 0.23, 0.24, 0.00, false
YGL236C, YLR430W, 0.47, -0.33, 0.00, false
YLR430W, YGL236C, 0.47, -0.33, 0.00, false
YGL237C, YLR392C, 0.24, 0.17, 0.00, false
YLR392C, YGL237C, 0.24, 0.17, 0.00, false
YGL237C, YLR428C, 0.22, -0.01, 0.00, false
YLR428C, YGL237C, 0.22, -0.01, 0.00, false
YGL237C, YOL023W, 0.13, 0.01, 0.00, false
YOL023W, YGL237C, 0.13, 0.01, 0.00, false
YGL237C, YOL103W-B, 0.23, 0.05, 0.00, false
YOL103W-B, YGL237C, 0.23, 0.05, 0.00, false
YGL237C, YOR353C, 0.32, -0.09, 0.00, false
YOR353C, YGL237C, 0.32, -0.09, 0.00, false
YGL237C, YPL159C, 0.14, 0.01, 0.03, false
YPL159C, YGL237C, 0.14, 0.01, 0.03, false
YGL238W, YKR061W, 0.35, -0.22, 0.00, false
YKR061W, YGL238W, 0.35, -0.22, 0.00, false
YGL238W, YLL006W-A, 0.23, 0.05, 0.00, false
YLL006W-A, YGL238W, 0.23, 0.05, 0.00, false
YGL238W, YLL064C, 0.16, 0.35, 0.00, false
YLL064C, YGL238W, 0.16, 0.35, 0.00, false
YGL239C, YGR233C, 0.37, 0.48, 0.00, false
YGR233C, YGL239C, 0.37, 0.48, 0.00, false
YGL239C, YHR052W, 0.10, -0.16, 0.00, false
YHR052W, YGL239C, 0.10, -0.16, 0.00, false
YGL239C, YNL056W, 0.19, 0.20, 0.00, false
YNL056W, YGL239C, 0.19, 0.20, 0.00, false
YGL239C, YOL093W, 0.13, -0.10, 0.00, false
YOL093W, YGL239C, 0.13, -0.10, 0.00, false
YGL240W, YMR292W, 0.19, 0.05, 0.00, false
YMR292W, YGL240W, 0.19, 0.05, 0.00, false
YGL241W, YKL036C, 0.21, 0.12, 0.00, false
YKL036C, YGL241W, 0.21, 0.12, 0.00, false
YGL242C, YJR030C, 0.16, 0.30, 0.00, false
YJR030C, YGL242C, 0.16, 0.30, 0.00, false
YGL242C, YJR064W, 0.25, 0.35, 0.00, false
YJR064W, YGL242C, 0.25, 0.35, 0.00, false
YGL242C, YPR158W, 0.07, 0.07, 0.00, false
YPR158W, YGL242C, 0.07, 0.07, 0.00, false
YGL243W, YLR238W, 0.33, -0.16, 0.00, false
YLR238W, YGL243W, 0.33, -0.16, 0.00, false
YGL244W, YIL075C, 0.23, -0.40, 0.00, false
YIL075C, YGL244W, 0.23, -0.40, 0.00, false
YGL244W, YKL050C, 0.24, 0.22, 0.00, false
YKL050C, YGL244W, 0.24, 0.22, 0.00, false
YGL244W, YNL271C, 0.26, 0.19, 0.00, false
YNL271C, YGL244W, 0.26, 0.19, 0.00, false
YGL245W, YJL130C, 0.45, 0.69, 0.00, false
YJL130C, YGL245W, 0.45, 0.69, 0.00, false
YGL245W, YOR085W, 0.22, -0.18, 0.00, false
YOR085W, YGL245W, 0.22, -0.18, 0.00, false
YGL245W, YOR305W, 0.14, 0.23, 0.00, false
YOR305W, YGL245W, 0.14, 0.23, 0.00, false
YGL245W, YPL012W, 0.41, 0.25, 0.00, false
YPL012W, YGL245W, 0.41, 0.25, 0.00, false
YGL245W, YPL131W, 0.26, 0.61, 0.00, false
YPL131W, YGL245W, 0.26, 0.61, 0.00, false
YGL245W, YPR203W, 0.17, -0.12, 0.00, false
YPR203W, YGL245W, 0.17, -0.12, 0.00, false
YGL246C, YGL255W, 0.21, 0.49, 0.00, false
YGL255W, YGL246C, 0.21, 0.49, 0.00, false
YGL246C, YKL096C-B, 0.23, 0.05, 0.00, false
YKL096C-B, YGL246C, 0.23, 0.05, 0.00, false
YGL246C, YML126C, 0.27, 0.23, 0.00, false
YML126C, YGL246C, 0.27, 0.23, 0.00, false
YGL246C, YNR056C, 0.23, 0.52, 0.00, false
YNR056C, YGL246C, 0.23, 0.52, 0.00, false
YGL247W, YJR140C, 0.27, 0.20, 0.00, false
YJR140C, YGL247W, 0.27, 0.20, 0.00, false
YGL247W, YLR042C, 0.23, 0.24, 0.00, false
YLR042C, YGL247W, 0.23, 0.24, 0.00, false
YGL247W, YNL138W-A, 0.23, 0.05, 0.00, false
YNL138W-A, YGL247W, 0.23, 0.05, 0.00, false
YGL247W, YOR246C, 0.27, 0.01, 0.00, false
YOR246C, YGL247W, 0.27, 0.01, 0.00, false
YGL248W, YGR099W, 0.39, -0.00, 0.00, false
YGR099W, YGL248W, 0.39, -0.00, 0.00, false
YGL248W, YLR186W, 0.20, -0.24, 0.00, false
YLR186W, YGL248W, 0.20, -0.24, 0.00, false
YGL249W, YKL114C, 0.19, 0.14, 0.00, false
YKL114C, YGL249W, 0.19, 0.14, 0.00, false
YGL249W, YLL067C, 0.26, 0.21, 0.00, false
YLL067C, YGL249W, 0.26, 0.21, 0.00, false
YGL250W, YIL091C, 0.25, -0.46, 0.00, false
YIL091C, YGL250W, 0.25, -0.46, 0.00, false
YGL250W, YLR155C, 0.14, 0.09, 0.10, false
YLR155C, YGL250W, 0.14, 0.09, 0.10, false
YGL251C, YLR086W, 0.48, 0.51, 0.00, false
YLR086W, YGL251C, 0.48, 0.51, 0.00, false
YGL251C, YOR287C, 0.17, -0.10, 0.00, false
YOR287C, YGL251C, 0.17, -0.10, 0.00, false
YGL251C, YPR106W, 0.44, 0.45, 0.00, false
YPR106W, YGL251C, 0.44, 0.45, 0.00, false
YGL253W, YGR071C, 0.22, 0.13, 0.00, false
YGR071C, YGL253W, 0.22, 0.13, 0.00, false
YGL253W, YPL118W, 0.23, 0.29, 0.00, false
YPL118W, YGL253W, 0.23, 0.29, 0.00, false
YGL254W, YIL140W, 0.31, 0.07, 0.00, false
YIL140W, YGL254W, 0.31, 0.07, 0.00, false
YGL254W, YKL076C, 0.18, 0.06, 0.00, false
YKL076C, YGL254W, 0.18, 0.06, 0.00, false
YGL254W, YLR177W, 0.31, 0.02, 0.00, false
YLR177W, YGL254W, 0.31, 0.02, 0.00, false
YGL255W, YGR144W, 0.34, 0.18, 0.00, false
YGR144W, YGL255W, 0.34, 0.18, 0.00, false
YGL255W, YIL067C, 0.45, -0.17, 0.00, false
YIL067C, YGL255W, 0.45, -0.17, 0.00, false
YGL256W, YJL054W, 0.26, 0.31, 0.00, false
YJL054W, YGL256W, 0.26, 0.31, 0.00, false
YGL256W, YMR088C, 0.48, 0.32, 0.00, false
YMR088C, YGL256W, 0.48, 0.32, 0.00, false
YGL256W, YOR279C, 0.16, -0.30, 0.00, false
YOR279C, YGL256W, 0.16, -0.30, 0.00, false
YGL257C, YGR037C, -0.01, -0.38, 0.00, false
YGR037C, YGL257C, -0.01, -0.38, 0.00, false
YGL257C, YIR006C, 0.42, 0.60, 0.00, false
YIR006C, YGL257C, 0.42, 0.60, 0.00, false
YGL257C, YOR063W, 0.10, 0.58, 0.00, false
YOR063W, YGL257C, 0.10, 0.58, 0.00, false
YGL257C, YOR305W, 0.25, 0.00, 0.00, false
YOR305W, YGL257C, 0.25, 0.00, 0.00, false
YGL258W, YLR229C, 0.20, -0.06, 0.00, false
YLR229C, YGL258W, 0.20, -0.06, 0.00, false
YGL258W, YMR143W, 0.13, 0.05, 0.00, false
YMR143W, YGL258W, 0.13, 0.05, 0.00, false
YGL258W-A, YHL047C, 0.23, 0.05, 0.00, false
YHL047C, YGL258W-A, 0.23, 0.05, 0.00, false
YGL258W-A, YHR102W, 0.23, 0.05, 0.00, false
YHR102W, YGL258W-A, 0.23, 0.05, 0.00, false
YGL259W, YGR184C, 0.33, 0.20, 0.00, false
YGR184C, YGL259W, 0.33, 0.20, 0.00, false
YGL259W, YMR305C, 0.39, 0.08, 0.00, false
YMR305C, YGL259W, 0.39, 0.08, 0.00, false
YGL259W, YNL056W, 0.15, 0.18, 0.00, false
YNL056W, YGL259W, 0.15, 0.18, 0.00, false
YGL259W, YPL219W, 0.25, -0.04, 0.00, false
YPL219W, YGL259W, 0.25, -0.04, 0.00, false
YGL260W, YKL092C, 0.19, 0.32, 0.00, false
YKL092C, YGL260W, 0.19, 0.32, 0.00, false
YGL260W, YMR210W, 0.29, 0.36, 0.00, false
YMR210W, YGL260W, 0.29, 0.36, 0.00, false
YGL260W, YOR054C, 0.01, 0.56, 0.00, false
YOR054C, YGL260W, 0.01, 0.56, 0.00, false
YGL260W, YPL154C, 0.10, 0.01, 0.00, false
YPL154C, YGL260W, 0.10, 0.01, 0.00, false
YGL261C, YKR014C, 0.22, -0.10, 0.00, false
YKR014C, YGL261C, 0.22, -0.10, 0.00, false
YGL261C, YNL314W, -0.01, 0.08, 0.00, false
YNL314W, YGL261C, -0.01, 0.08, 0.00, false
YGL262W, YMR060C, 0.05, 0.12, 0.00, false
YMR060C, YGL262W, 0.05, 0.12, 0.00, false
YGL263W, YMR304W, 0.39, 0.19, 0.00, false
YMR304W, YGL263W, 0.39, 0.19, 0.00, false
YGL263W, YNL232W, 0.18, -0.18, 0.00, false
